name,englishName,scientificName,categoryName,subcategoryName,origin,difficulty,tempMin,tempMax,phMin,phMax,description,careTip,environment,husbandry_features,notes,localImagePath,size,lifespan,diet,compatibility
樱桃灯,Cherry Barb,Puntius titteya,鲤科/小型,热门小型,斯里兰卡,easy,22,27,6,7.5,发色后通体红。,性格温和，吃藻。,适应性广泛，多生活在溪流或静水中。大都喜欢中性水质，适宜搭配沉木和水草。,活泼好动，游动速度快。抢食能力强，混养时需注意其他动作缓慢的鱼是否能吃到食物。,部分品种（如虎皮鱼）有'咬鳍'习性，不宜与长鳍鱼（如孔雀、神仙）混养。斑马鱼等极其耐寒，适合新手。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_039_puntius.jpg,4-5,5-7,杂食,群居温和
一眉道人,Denison Barb,Sahyadria denisonii,鲤科/小型,热门小型,印度,medium,15,25,6.5,7.5,红黑条纹流线型。,需高氧强水流，怕高温。,适应性广泛，多生活在溪流或静水中。大都喜欢中性水质，适宜搭配沉木和水草。,活泼好动，游动速度快。抢食能力强，混养时需注意其他动作缓慢的鱼是否能吃到食物。,部分品种（如虎皮鱼）有'咬鳍'习性，不宜与长鳍鱼（如孔雀、神仙）混养。斑马鱼等极其耐寒，适合新手。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_一眉道人_sahyadria.jpg,10-15,5-8,杂食,群居温和
金波子,Gold Ram,Mikrogeophagus ramirezi var.,南美慈鲷,短鲷,改良,hard,26,30,6,7,荷兰凤凰的金色球型变种。,非常可爱但体质极弱。,适应性广泛，多生活在溪流或静水中。大都喜欢中性水质，适宜搭配沉木和水草。,活泼好动，游动速度快。抢食能力强，混养时需注意其他动作缓慢的鱼是否能吃到食物。,部分品种（如虎皮鱼）有'咬鳍'习性，不宜与长鳍鱼（如孔雀、神仙）混养。斑马鱼等极其耐寒，适合新手。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_041_mikrogeophagus.jpg,5-7,2-3,杂食,温和配对
五点铅笔,Dwarf Pencilfish,Nannostomus marginatus,鲤科/小型,热门小型,南美,medium,24,28,6,7,身体有黑斑，泳姿悬停。,除藻用，性格极温和。,适应性广泛，多生活在溪流或静水中。大都喜欢中性水质，适宜搭配沉木和水草。,活泼好动，游动速度快。抢食能力强，混养时需注意其他动作缓慢的鱼是否能吃到食物。,部分品种（如虎皮鱼）有'咬鳍'习性，不宜与长鳍鱼（如孔雀、神仙）混养。斑马鱼等极其耐寒，适合新手。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_五点铅笔_nannostomus.jpg,3-4,3-5,杂食,群居温和
小丑罗汉,Clown Loach,Chromobotia macracanthus,鲤科/小型,热门小型,印尼,medium,24,30,6,7,三间鼠，底栖侧卧。,易得白点，会长得很大。,适应性广泛，多生活在溪流或静水中。大都喜欢中性水质，适宜搭配沉木和水草。,活泼好动，游动速度快。抢食能力强，混养时需注意其他动作缓慢的鱼是否能吃到食物。,部分品种（如虎皮鱼）有'咬鳍'习性，不宜与长鳍鱼（如孔雀、神仙）混养。斑马鱼等极其耐寒，适合新手。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_小丑罗汉_chromobotia.jpg,20-30,15-20,杂食,群居
孔雀鱼,Guppy,Poecilia reticulata,孔雀/卵胎生,胎生鱼,南美,easy,18,28,7,8,公鱼华丽，繁殖快。,由于近亲繁殖，体质变差，需过水。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_044_poecilia.jpg,3-6,2-3,杂食,群居温和
安德拉斯,Endlers Livebearer,Poecilia wingei,孔雀/卵胎生,胎生鱼,委内瑞拉,easy,20,28,7,8,野生孔雀近亲，体型更小更野。,基因稳定，抗病力强。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_045_poecilia.jpg,2-3,2-3,杂食,群居温和
米奇鱼,Platy,Xiphophorus maculatus,孔雀/卵胎生,胎生鱼,中美,easy,20,26,7,8.2,尾部米老鼠斑。,吃藻，皮实。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_米奇鱼_xiphophorus.jpg,4-5,3-5,杂食,群居温和
红剑,Swordtail,Xiphophorus hellerii,孔雀/卵胎生,胎生鱼,中美,easy,20,26,7,8,公鱼剑尾。,跳缸高手，稍有攻击性。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_红剑_xiphophorus.jpg,10-12,3-5,杂食,有攻击性
黑玛丽,Black Molly,Poecilia sphenops,孔雀/卵胎生,胎生鱼,中美,easy,22,28,7.5,8.5,全黑，吃油膜。,喜硬水加盐。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_048_poecilia.jpg,6-10,3-5,杂食,群居温和
球玛丽,Balloon Molly,Poecilia sphenops var.,孔雀/卵胎生,胎生鱼,改良,medium,22,28,7.5,8.5,体型球状。,游姿笨拙，可爱。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_球玛丽_poecilia.jpg,5-8,3-5,杂食,群居温和
皮球银玛丽,Silver Molly,Poecilia sphenops var.,孔雀/卵胎生,胎生鱼,改良,medium,22,28,7.5,8.5,银白色球状。,易患肤霉病。,原产于中美洲及南美洲水系。喜好弱碱性硬水，在草缸或裸缸中均能生存。适宜种植莫斯等细叶水草供幼鱼躲避。,繁殖能力极强（月光鱼），卵胎生（直接生小鱼）。杂食性，喜食藻类和人工饲料。对盐度有一定耐受力。,市面上的孔雀鱼多为近亲繁殖，体质较弱，新鱼入缸需严格检疫。容易患针尾病和水霉病。建议公母隔离或控制密度以免爆缸。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_皮球银玛丽_poecilia.jpg,5-8,3-5,杂食,群居温和
泰国斗鱼,Betta,Betta splendens,迷鳃/斗鱼,常见,泰国,easy,24,30,6,8,长鳍，单养。,懒人鱼，注意烧尾。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_泰国斗鱼_betta.jpg,5-7,2-4,杂食,雄性单养
半月斗鱼,Halfmoon Betta,Betta splendens var.,迷鳃/斗鱼,常见,改良,medium,24,30,6,8,尾展180度。,极易烧尾，水质要求高。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_半月斗鱼_betta.jpg,5-7,2-4,杂食,雄性单养
将军斗鱼,Plakat Betta,Betta splendens var.,迷鳃/斗鱼,常见,改良,easy,24,30,6,8,短鳍，类似原生。,抗病力强，活泼。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_将军斗鱼_betta.jpg,5-7,2-4,杂食,雄性单养
珍珠马甲,Pearl Gourami,Trichopodus leerii,迷鳃/斗鱼,常见,东南亚,easy,24,28,6,8,珍珠斑点，优雅。,温和的大型迷鳃鱼。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_珍珠马甲_trichopodus.jpg,10-12,4-6,杂食,温和
丽丽鱼,Dwarf Gourami,Trichogaster lalius,迷鳃/斗鱼,常见,南亚,medium,24,28,6,7.5,红蓝纹。,易携带病毒，需隔离。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_丽丽鱼_trichogaster.jpg,5-6,3-4,杂食,温和
蓝曼龙,Blue Gourami,Trichopodus trichopterus,迷鳃/斗鱼,常见,东南亚,easy,22,28,6,8,天蓝两点黑。,皮实，有时欺负小鱼。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_蓝曼龙_trichopodus.jpg,10-15,4-6,杂食,有攻击性
接吻鱼,Kissing Gourami,Helostoma temminckii,迷鳃/斗鱼,常见,东南亚,easy,22,28,6,8,两条鱼接吻是在打架。,长得很快，会啃蚀青苔。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_接吻鱼_helostoma.jpg,15-30,5-7,杂食,有攻击性
巧克力飞船,Chocolate Gourami,Sphaerichthys osphromenoides,迷鳃/斗鱼,常见,东南亚,hard,25,30,4,6,体色如巧克力。,极难养，需酸性软水黑水。,多生活在东南亚流速缓慢甚至静止的沼泽、稻田中。具有迷鳃器官，可直接呼吸空气，耐低氧。,雄性好斗，尤其是泰国斗鱼必须单养。喜好静水，水流不宜过大。适宜放置浮性水草构建泡巢。,切勿将两只雄性斗鱼放在同一容器中。避免水温过低（低于24℃易生病）。跳缸能力强，必须加盖。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_巧克力飞船_sphaerichthys.jpg,5-6,3-5,杂食,温和
彩虹雷龙,Rainbow Snakehead,Channa bleheri,迷鳃/斗鱼,雷龙,印度,medium,15,25,6,7.5,小型，色彩艳丽。,封缸防跳。,原生于亚洲溪流或沼泽。喜好阴暗环境，需要复杂的沉木和石块造景提供躲避洞穴。底砂建议深色以利发色。,肉食性，捕食凶猛。互动性极强，像'水中的狗'。适应力强，部分品种耐寒。,跳缸冠军！鱼缸必须全封闭加盖，任何缝隙都可能导致越狱。领地意识极强，通常建议单养。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_059_channa.jpg,10-15,8-10,肉食,单养
阿萨姆雷龙,Channa andrao,Channa andrao,迷鳃/斗鱼,雷龙,印度,medium,15,25,6,7.5,蓝色背鳍，小型。,互动性好，皮实。,原生于亚洲溪流或沼泽。喜好阴暗环境，需要复杂的沉木和石块造景提供躲避洞穴。底砂建议深色以利发色。,肉食性，捕食凶猛。互动性极强，像'水中的狗'。适应力强，部分品种耐寒。,跳缸冠军！鱼缸必须全封闭加盖，任何缝隙都可能导致越狱。领地意识极强，通常建议单养。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_060_channa.jpg,12-15,8-10,肉食,单养
黄金眼镜蛇,Golden Cobra,Channa aurantimaculata,迷鳃/斗鱼,雷龙,印度,medium,15,26,6,7.5,大型，金黄纹路。,凶猛，单养。,原生于亚洲溪流或沼泽。喜好阴暗环境，需要复杂的沉木和石块造景提供躲避洞穴。底砂建议深色以利发色。,肉食性，捕食凶猛。互动性极强，像'水中的狗'。适应力强，部分品种耐寒。,跳缸冠军！鱼缸必须全封闭加盖，任何缝隙都可能导致越狱。领地意识极强，通常建议单养。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_061_channa.jpg,40-60,10-15,肉食,单养
巴卡雷龙,Barca Snakehead,Channa barca,迷鳃/斗鱼,雷龙,印度,hard,18,25,6.5,7.5,雷龙之皇，价格极高。,体型大，色彩梦幻。,原生于亚洲溪流或沼泽。喜好阴暗环境，需要复杂的沉木和石块造景提供躲避洞穴。底砂建议深色以利发色。,肉食性，捕食凶猛。互动性极强，像'水中的狗'。适应力强，部分品种耐寒。,跳缸冠军！鱼缸必须全封闭加盖，任何缝隙都可能导致越狱。领地意识极强，通常建议单养。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_062_channa.jpg,60-90,15-20,肉食,单养
神仙鱼,Angelfish,Pterophyllum scalare,南美慈鲷,神仙/七彩,亚马逊,medium,24,30,6,7.5,常见燕鱼。,吃红虫，长得快。,亚马逊河流域，高温（28℃+）、弱酸性软水。需要高且宽的鱼缸（神仙鱼上下鳍展大）。,对水质极其敏感（尤其是七彩）。食量小且慢，喜食红虫、丰年虾。七彩神仙被称为'药罐子'，饲养难度高。,需要极高频率的换水（部分玩家采用'每天换水'）。极易患肠炎和体内寄生虫，需定期检疫内寄。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_神仙鱼_pterophyllum.jpg,12-15,10-12,杂食,温和
埃及神仙,Altum Angelfish,Pterophyllum altum,南美慈鲷,神仙/七彩,奥里诺科,hard,26,30,4.5,6,高耸霸气。,定水难，低PH。,亚马逊河流域，高温（28℃+）、弱酸性软水。需要高且宽的鱼缸（神仙鱼上下鳍展大）。,对水质极其敏感（尤其是七彩）。食量小且慢，喜食红虫、丰年虾。七彩神仙被称为'药罐子'，饲养难度高。,需要极高频率的换水（部分玩家采用'每天换水'）。极易患肠炎和体内寄生虫，需定期检疫内寄。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_064_pterophyllum.jpg,15-20,10-15,杂食,温和
七彩神仙,Discus,Symphysodon,南美慈鲷,神仙/七彩,亚马逊,hard,28,32,5,6.8,圆盘状，艳丽。,高温，高频换水。,亚马逊河流域，高温（28℃+）、弱酸性软水。需要高且宽的鱼缸（神仙鱼上下鳍展大）。,对水质极其敏感（尤其是七彩）。食量小且慢，喜食红虫、丰年虾。七彩神仙被称为'药罐子'，饲养难度高。,需要极高频率的换水（部分玩家采用'每天换水'）。极易患肠炎和体内寄生虫，需定期检疫内寄。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_七彩神仙_symphysodon.jpg,15-20,10-15,杂食,同类
荷兰凤凰,Ram Cichlid,Mikrogeophagus ramirezi,南美慈鲷,短鲷,哥伦比亚,medium,26,30,5.5,7,宝蓝色闪光。,敏感短命。,生活在充满落叶的黑水溪流中。需要布置沉木、鲷罐或椰壳作为产房。喜酸性软水。,富有家庭观念，亲鱼会带小鱼。领地意识强，但体型小，适合小缸精致饲养。,对化学制剂敏感。发色与环境密切相关，建议深色底砂和幽暗灯光。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_066_mikrogeophagus.jpg,5-7,2-3,杂食,配对
波利维亚凤凰,Bolivian Ram,Mikrogeophagus altispinosus,南美慈鲷,短鲷,玻利维亚,easy,22,26,6.5,7.5,比荷凤朴素但皮实。,适合新手尝试短鲷。,生活在充满落叶的黑水溪流中。需要布置沉木、鲷罐或椰壳作为产房。喜酸性软水。,富有家庭观念，亲鱼会带小鱼。领地意识强，但体型小，适合小缸精致饲养。,对化学制剂敏感。发色与环境密切相关，建议深色底砂和幽暗灯光。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_波利维亚凤凰_mikrogeophagus.jpg,7-8,4-6,杂食,配对
阿凡达短鲷,Cockatoo Dwarf Cichlid,Apistogramma cacatuoides,南美慈鲷,短鲷,亚马逊,medium,24,28,6,7,背鳍如羽毛。,改良黑色型叫阿凡达。,生活在充满落叶的黑水溪流中。需要布置沉木、鲷罐或椰壳作为产房。喜酸性软水。,富有家庭观念，亲鱼会带小鱼。领地意识强，但体型小，适合小缸精致饲养。,对化学制剂敏感。发色与环境密切相关，建议深色底砂和幽暗灯光。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_阿凡达短鲷_apistogramma.jpg,6-8,3-5,杂食,配对
金宝短鲷,Agassiz's Dwarf Cichlid,Apistogramma agassizii,南美慈鲷,短鲷,亚马逊,medium,24,28,5.5,7,尾鳍矛状。,色彩多变。,生活在充满落叶的黑水溪流中。需要布置沉木、鲷罐或椰壳作为产房。喜酸性软水。,富有家庭观念，亲鱼会带小鱼。领地意识强，但体型小，适合小缸精致饲养。,对化学制剂敏感。发色与环境密切相关，建议深色底砂和幽暗灯光。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_金宝短鲷_apistogramma.jpg,6-8,3-5,杂食,配对
地图鱼,Oscar,Astronotus ocellatus,南美慈鲷,大型,南美,medium,22,28,6.5,7.5,认人，吃得多。,水质破坏者。,南美开阔水域。需要巨大的水体空间。布景需简单稳固，因为它们力气大，会'装修'鱼缸。,生长迅速，肉食或杂食。代谢量大，水质污染快，需要顶级过滤系统。智商高，有互动性（如地图鱼、罗汉）。,绝对的'缸霸'，混养需谨慎匹配体型和性格。罗汉鱼起头需要特定饲料和环境刺激。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_070_astronotus.jpg,25-35,10-15,杂食,大型混养
罗汉鱼,Flowerhorn,Hybrid Cichlid,南美慈鲷,大型,人工,medium,26,30,7,8,起头，互动。,单养，硬水。,南美开阔水域。需要巨大的水体空间。布景需简单稳固，因为它们力气大，会'装修'鱼缸。,生长迅速，肉食或杂食。代谢量大，水质污染快，需要顶级过滤系统。智商高，有互动性（如地图鱼、罗汉）。,绝对的'缸霸'，混养需谨慎匹配体型和性格。罗汉鱼起头需要特定饲料和环境刺激。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_071_hybrid.jpg,25-30,8-12,杂食,单养
鹦鹉鱼,Blood Parrot,Hybrid Cichlid,南美慈鲷,大型,人工,easy,24,29,6.5,7.5,红庆，嘴合不拢。,混养，打架。,南美开阔水域。需要巨大的水体空间。布景需简单稳固，因为它们力气大，会'装修'鱼缸。,生长迅速，肉食或杂食。代谢量大，水质污染快，需要顶级过滤系统。智商高，有互动性（如地图鱼、罗汉）。,绝对的'缸霸'，混养需谨慎匹配体型和性格。罗汉鱼起头需要特定饲料和环境刺激。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_072_hybrid.jpg,20-25,10-15,杂食,同类
火口鱼,Firemouth Cichlid,Thorichthys meeki,南美慈鲷,大型,中美,medium,22,28,6.5,8,腮盖翻开鲜红。,领地意识强。,南美开阔水域。需要巨大的水体空间。布景需简单稳固，因为它们力气大，会'装修'鱼缸。,生长迅速，肉食或杂食。代谢量大，水质污染快，需要顶级过滤系统。智商高，有互动性（如地图鱼、罗汉）。,绝对的'缸霸'，混养需谨慎匹配体型和性格。罗汉鱼起头需要特定饲料和环境刺激。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_073_thorichthys.jpg,12-15,10-12,杂食,有攻击性
绿恐怖,Green Terror,Andinoacara rivulatus,南美慈鲷,大型,南美,medium,20,24,6.5,8,金属绿光泽，红边尾。,非常凶猛。,南美开阔水域。需要巨大的水体空间。布景需简单稳固，因为它们力气大，会'装修'鱼缸。,生长迅速，肉食或杂食。代谢量大，水质污染快，需要顶级过滤系统。智商高，有互动性（如地图鱼、罗汉）。,绝对的'缸霸'，混养需谨慎匹配体型和性格。罗汉鱼起头需要特定饲料和环境刺激。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_074_andinoacara.jpg,20-30,10-12,杂食,有攻击性
特蓝斑马,Cobalt Blue Zebra,Maylandia callainos,三湖慈鲷,马鲷,马拉维湖,medium,24,28,7.5,8.5,天蓝。,暴力岩栖类。,东非马拉维湖，高硬度、高pH（7.5-8.5）的碱性水。岩栖类需要大量岩石堆叠出的洞穴；孔雀类喜好沙石交界。,建议高密度饲养（Overstocking）以分散个体间的攻击力。食性多为刮食藻类（杂食），肠道长，忌喂红虫等易消化不良的食物。,打斗是家常便饭。雌雄二态明显，未发色幼鱼难以分辨。换水可直接用自来水（若当地水质硬度够）。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_特蓝斑马_maylandia.jpg,10-12,8-10,杂食,高密度
雪鲷,Snow White Socolofi,Pseudotropheus socolofi,三湖慈鲷,马鲷,马拉维湖,medium,24,28,7.5,8.5,通体雪白。,相对温和的岩栖。,东非马拉维湖，高硬度、高pH（7.5-8.5）的碱性水。岩栖类需要大量岩石堆叠出的洞穴；孔雀类喜好沙石交界。,建议高密度饲养（Overstocking）以分散个体间的攻击力。食性多为刮食藻类（杂食），肠道长，忌喂红虫等易消化不良的食物。,打斗是家常便饭。雌雄二态明显，未发色幼鱼难以分辨。换水可直接用自来水（若当地水质硬度够）。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_雪鲷_pseudotropheus.jpg,10-12,8-10,杂食,高密度
黄统领,Yellow Lab,Labidochromis caeruleus,三湖慈鲷,马鲷,马拉维湖,easy,24,28,7.5,8.5,明黄，黑背鳍。,三湖入门首选。,东非马拉维湖，高硬度、高pH（7.5-8.5）的碱性水。岩栖类需要大量岩石堆叠出的洞穴；孔雀类喜好沙石交界。,建议高密度饲养（Overstocking）以分散个体间的攻击力。食性多为刮食藻类（杂食），肠道长，忌喂红虫等易消化不良的食物。,打斗是家常便饭。雌雄二态明显，未发色幼鱼难以分辨。换水可直接用自来水（若当地水质硬度够）。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_黄统领_labidochromis.jpg,8-10,8-10,杂食,高密度
阿里,Electric Blue Hap,Sciaenochromis fryeri,三湖慈鲷,马鲷,马拉维湖,medium,24,28,7.5,8.5,金属电光蓝。,食鱼性，游速快。,东非马拉维湖，高硬度、高pH（7.5-8.5）的碱性水。岩栖类需要大量岩石堆叠出的洞穴；孔雀类喜好沙石交界。,建议高密度饲养（Overstocking）以分散个体间的攻击力。食性多为刮食藻类（杂食），肠道长，忌喂红虫等易消化不良的食物。,打斗是家常便饭。雌雄二态明显，未发色幼鱼难以分辨。换水可直接用自来水（若当地水质硬度够）。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_阿里_sciaenochromis.jpg,15-18,8-10,肉食,高密度
萨伊蓝六间,Frontosa,Cyphotilapia frontosa,三湖慈鲷,坦鲷,坦湖,medium,23,26,8,9,深蓝栋线，王者。,深水，慢养。,东非坦噶尼喀湖，比马湖更高pH（8.0-9.0）和硬度。特有品种如'卷贝'生活在贝壳里，'六间'生活在深水岩石区。,行为模式极其丰富独特。萨伊蓝等品种生长缓慢，寿命长。多为肉食性或杂食性。,对水质波动极其敏感，状态差时体色会发黑（如六间）。卷贝鱼不能铺太厚的底砂，以免掩埋贝壳。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_萨伊蓝六间_cyphotilapia.jpg,30-35,15-25,肉食,同类
卷贝鱼,Shell Dwellers,Neolamprologus multifasciatus,三湖慈鲷,坦鲷,坦湖,medium,24,27,8,9,住贝壳。,有趣行为。,东非坦噶尼喀湖，比马湖更高pH（8.0-9.0）和硬度。特有品种如'卷贝'生活在贝壳里，'六间'生活在深水岩石区。,行为模式极其丰富独特。萨伊蓝等品种生长缓慢，寿命长。多为肉食性或杂食性。,对水质波动极其敏感，状态差时体色会发黑（如六间）。卷贝鱼不能铺太厚的底砂，以免掩埋贝壳。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_卷贝鱼_neolamprologus.jpg,3-5,5-8,杂食,群居
熊猫鼠,Panda Cory,Corydoras panda,鼠鱼/异型,鼠鱼,秘鲁,medium,20,25,6,7,黑眼圈。,娇气，群养。,南美底层水域。必须使用极细的底沙（如细河沙、鼠沙），以免磨损其触须。喜好弱酸性水。,群居，性格极度温和，底栖清理残饵。通过肠道呼吸空气，会突然冲上水面换气。,绝对不能用有棱角的底砂。忌下盐和由于无鳞片对许多药物敏感（如孔雀石绿）。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_熊猫鼠_corydoras.jpg,4-5,8-10,杂食,群居温和
